City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Mount Isa,AU,2020-10-18 04:30:41,-20.73,139.5,96.8,18,40,5.82
305,Sechura,PE,2020-10-18 04:32:46,-5.56,-80.82,65.39,77,91,8.81
306,Sakaraha,MG,2020-10-18 04:32:46,-22.9,44.53,77.18,48,0,6.15
307,Vanavara,RU,2020-10-18 04:32:46,60.34,102.28,37.09,96,100,8.05
308,Bintulu,MY,2020-10-18 04:32:47,3.17,113.03,91.4,70,40,6.93
309,Auki,SB,2020-10-18 04:32:47,-8.77,160.7,84.4,71,46,0.92
310,Karratha,AU,2020-10-18 04:31:49,-20.74,116.85,83.55,36,0,20.38
311,Lokosovo,RU,2020-10-18 04:32:47,61.13,74.82,28.26,97,100,24.32
312,Olga,RU,2020-10-18 04:32:48,43.74,135.29,59.25,39,0,10.0
313,Hiroshima,JP,2020-10-18 04:32:48,34.4,132.46,69.8,46,20,5.82
314,Sola,VU,2020-10-18 04:32:48,-13.88,167.55,84.2,70,75,6.93
315,Grand Gaube,MU,2020-10-18 04:32:48,-20.01,57.66,78.01,62,17,8.01
316,Yambio,SS,2020-10-18 04:32:48,4.57,28.4,68.81,96,98,1.68
317,Bonavista,CA,2020-10-18 04:32:49,48.65,-53.11,46.99,85,100,11.99
318,Sao Domingos,BR,2020-10-18 04:32:49,-13.4,-46.32,78.85,50,58,15.41
319,Sao Miguel Do Araguaia,BR,2020-10-18 04:32:49,-13.28,-50.16,84.4,36,56,0.81
320,Barra Do Garcas,BR,2020-10-18 04:32:49,-15.89,-52.26,81.72,50,77,1.59
321,Qui Nhon,VN,2020-10-18 04:32:50,13.77,109.23,79.77,81,100,2.21
322,Neuquen,AR,2020-10-18 04:28:59,-38.95,-68.06,62.6,45,0,13.87
323,Pundaguitan,PH,2020-10-18 04:32:50,6.37,126.17,83.34,70,100,0.63
324,Hofn,IS,2020-10-18 04:32:50,64.25,-15.21,41.18,80,100,7.2
325,Codo,BR,2020-10-18 04:32:51,-4.46,-43.89,74.17,85,6,4.9
326,Valdivia,CL,2020-10-18 04:32:52,-39.81,-73.25,50.0,100,20,5.82
327,Along,IN,2020-10-18 04:32:52,28.17,94.77,88.56,47,3,2.28
328,Roma,US,2020-10-18 04:32:52,43.21,-75.46,43.0,80,1,5.82
329,Dilla,ET,2020-10-18 04:32:52,6.41,38.31,61.65,87,100,2.24
330,Airai,TL,2020-10-18 04:32:52,-8.93,125.41,80.53,42,71,2.66
331,Torbay,CA,2020-10-18 04:30:40,47.67,-52.73,48.0,100,90,13.87
332,Nizhniy Ingash,RU,2020-10-18 04:32:53,56.2,96.53,52.97,49,100,12.66
333,Champerico,GT,2020-10-18 04:32:53,14.3,-91.92,66.99,96,100,7.09
334,Shasta Lake,US,2020-10-18 04:28:24,40.68,-122.37,78.01,32,46,5.55
335,Mokhsogollokh,RU,2020-10-18 04:32:53,61.47,128.92,21.63,92,96,7.74
336,Tiarei,PF,2020-10-18 04:32:54,-17.53,-149.33,80.6,74,75,16.11
337,Ust-Nera,RU,2020-10-18 04:32:09,64.57,143.2,14.85,85,96,6.58
338,Hualmay,PE,2020-10-18 04:32:54,-11.1,-77.61,61.32,87,25,7.56
339,Turbat,PK,2020-10-18 04:32:36,26.0,63.04,87.44,10,7,29.73
340,Grindavik,IS,2020-10-18 04:32:54,63.84,-22.43,42.8,93,75,21.92
341,Cabo San Lucas,MX,2020-10-18 04:28:29,22.89,-109.91,82.0,82,3,6.69
342,Bay Roberts,CA,2020-10-18 04:31:07,47.6,-53.26,50.0,1,95,8.99
343,San Cristobal,VE,2020-10-18 04:32:55,7.77,-72.22,65.57,87,89,3.04
344,Bambous Virieux,MU,2020-10-18 04:32:55,-20.34,57.76,78.01,65,40,9.17
345,Devonport,AU,2020-10-18 04:32:55,-41.17,146.35,60.01,62,30,1.99
346,Bathsheba,BB,2020-10-18 04:32:55,13.22,-59.52,78.8,83,20,9.17
347,Touros,BR,2020-10-18 04:32:56,-5.2,-35.46,73.4,83,20,4.7
348,Rauma,FI,2020-10-18 04:32:56,61.13,21.51,39.2,80,75,6.93
349,Poum,NC,2020-10-18 04:32:56,-20.23,164.02,73.69,74,31,6.98
350,Biak,ID,2020-10-18 04:32:56,-0.91,122.88,82.11,73,86,0.98
351,Humberto De Campos,BR,2020-10-18 04:32:57,-2.6,-43.46,77.43,82,62,4.52
352,Vardo,NO,2020-10-18 04:32:57,70.37,31.11,39.43,70,76,13.35
353,Arcachon,FR,2020-10-18 04:32:57,44.59,-1.05,41.0,100,18,1.12
354,Palanga,LT,2020-10-18 04:32:57,55.92,21.07,50.0,81,100,10.29
355,Bud,US,2020-10-18 04:29:34,39.45,-86.18,53.01,43,1,9.17
356,Cuervos,MX,2020-10-18 04:32:58,32.63,-114.86,80.6,21,1,5.17
357,Zakamensk,RU,2020-10-18 04:32:58,50.37,103.29,46.24,50,100,2.93
358,Dennery,LC,2020-10-18 04:32:58,13.9,-60.89,82.4,78,40,18.34
359,Vrangel,RU,2020-10-18 04:32:59,42.73,133.08,57.99,46,0,12.91
360,Inirida,CO,2020-10-18 04:32:59,3.87,-67.92,72.73,96,37,2.48
361,Sur,OM,2020-10-18 04:32:59,22.57,59.53,85.71,36,0,22.66
362,Honningsvag,NO,2020-10-18 04:32:59,70.98,25.97,40.15,70,99,13.27
363,Phulabani,IN,2020-10-18 04:32:59,20.47,84.23,83.19,70,100,3.91
364,Ayan,RU,2020-10-18 04:33:00,56.45,138.17,32.13,81,100,10.74
365,Dhidhdhoo,MV,2020-10-18 04:33:00,6.88,73.1,82.47,77,100,13.82
366,Nizhniy Odes,RU,2020-10-18 04:33:00,63.64,54.86,29.03,97,63,8.77
367,Leamington,CA,2020-10-18 04:33:00,42.05,-82.61,57.0,50,90,12.75
368,Canala,NC,2020-10-18 04:33:01,-21.53,165.95,80.6,47,41,13.87
369,Sioux Lookout,CA,2020-10-18 04:33:01,50.1,-91.92,28.4,74,20,3.36
370,Tabuk,PH,2020-10-18 04:33:02,17.42,121.44,83.3,76,56,8.88
371,Nome,US,2020-10-18 04:33:02,64.5,-165.41,35.6,93,90,23.04
372,Mackay,AU,2020-10-18 04:30:58,-21.15,149.2,82.4,48,0,12.75
373,Baoding,CN,2020-10-18 04:33:02,38.85,115.49,72.64,19,11,8.57
374,Lebanon,US,2020-10-18 04:33:02,36.21,-86.29,53.6,54,75,5.82
375,Santa Maria,BR,2020-10-18 04:33:03,-29.68,-53.81,62.78,65,100,4.03
376,Kuala Terengganu,MY,2020-10-18 04:29:01,5.33,103.14,84.2,83,20,2.24
377,Itamaraca,BR,2020-10-18 04:33:03,-7.75,-34.83,78.8,69,40,11.41
378,Piacabucu,BR,2020-10-18 04:33:03,-10.41,-36.43,73.44,82,5,5.59
379,Cayenne,GF,2020-10-18 04:33:04,4.93,-52.33,77.0,100,20,2.24
380,Port Lincoln,AU,2020-10-18 04:33:04,-34.73,135.87,57.61,57,16,10.6
381,Soyo,AO,2020-10-18 04:33:04,-6.13,12.37,77.25,84,100,7.23
382,Surab,PK,2020-10-18 04:33:04,28.49,66.26,64.81,17,0,6.73
383,Mahajanga,MG,2020-10-18 04:33:04,-15.72,46.32,78.8,47,20,13.87
384,Tigil,RU,2020-10-18 04:33:05,57.8,158.67,37.94,85,100,10.63
385,Port Macquarie,AU,2020-10-18 04:30:52,-31.43,152.92,69.01,95,100,1.01
386,Shihezi,CN,2020-10-18 04:33:05,44.3,86.03,60.42,29,48,2.1
387,Sabang,ID,2020-10-18 04:33:05,5.89,95.32,83.01,75,98,23.38
388,Aswan,EG,2020-10-18 04:33:05,24.09,32.91,80.33,25,0,7.94
389,Storsteinnes,NO,2020-10-18 04:33:06,69.24,19.23,35.6,92,22,8.05
390,Kanker,IN,2020-10-18 04:33:06,20.27,81.49,84.52,65,97,4.12
391,Moerai,PF,2020-10-18 04:33:06,-22.43,-151.33,75.11,84,84,15.28
392,Plouzane,FR,2020-10-18 04:33:07,48.38,-4.62,48.2,87,98,5.82
393,Baruun-Urt,MN,2020-10-18 04:33:07,46.68,113.28,47.97,47,0,14.32
394,Qobustan,AZ,2020-10-18 04:33:07,40.08,49.41,66.2,82,40,6.93
395,Agadez,NE,2020-10-18 04:33:08,19.75,10.25,74.1,20,0,3.04
396,Port-Cartier,CA,2020-10-18 04:33:08,50.03,-66.87,42.8,87,90,17.22
397,Clyde River,CA,2020-10-18 04:30:59,70.47,-68.59,35.6,80,90,25.28
398,Saint-Denis,FR,2020-10-18 04:33:08,48.92,2.33,44.01,93,63,2.24
399,Cherskiy,RU,2020-10-18 04:33:08,68.75,161.3,22.75,93,18,14.2
400,Dzilam Gonzalez,MX,2020-10-18 04:33:09,21.28,-88.93,75.51,95,8,4.09
401,Muscat,OM,2020-10-18 04:33:09,23.61,58.59,80.6,44,20,6.93
402,Saint-Pierre,RE,2020-10-18 04:33:09,-21.34,55.48,79.0,57,1,4.7
403,Eufaula,US,2020-10-18 04:33:09,31.89,-85.15,63.0,91,0,7.56
404,Tiznit,MA,2020-10-18 04:33:10,29.58,-9.5,59.34,54,0,1.92
405,Sampit,ID,2020-10-18 04:33:10,-2.53,112.95,87.22,73,65,2.53
406,Cefalu,IT,2020-10-18 04:33:10,38.04,14.02,62.01,70,45,1.99
407,Ambon,ID,2020-10-18 04:33:10,-3.7,128.18,87.8,66,40,8.05
408,Anchorage,US,2020-10-18 04:32:53,61.22,-149.9,37.99,47,90,3.71
409,Marzuq,YE,2020-10-18 04:33:11,14.4,46.47,72.73,21,0,3.51
410,Bereznik,RU,2020-10-18 04:33:11,62.86,42.71,32.63,95,86,7.61
411,Rantepao,ID,2020-10-18 04:33:12,-2.97,119.9,80.83,49,57,4.0
412,Boffa,GN,2020-10-18 04:33:12,10.17,-14.03,76.37,93,31,1.05
413,Tezu,IN,2020-10-18 04:33:12,27.92,96.17,89.46,46,0,3.74
414,Mehran,IR,2020-10-18 04:33:12,33.12,46.16,57.2,22,0,4.7
415,Lagos,NG,2020-10-18 04:30:56,6.58,3.75,73.4,100,20,2.24
416,Zhuanghe,CN,2020-10-18 04:33:13,39.7,122.99,66.04,33,0,6.8
417,Turukhansk,RU,2020-10-18 04:33:13,65.82,87.98,32.07,98,100,15.64
418,Ambunti,PG,2020-10-18 04:33:13,-4.24,142.84,87.73,66,96,5.68
419,Domna,RU,2020-10-18 04:33:14,51.9,113.16,48.2,39,96,11.18
420,Pontianak,ID,2020-10-18 04:33:14,-0.03,109.33,91.45,56,51,5.79
421,Tual,ID,2020-10-18 04:33:14,-5.67,132.75,81.19,78,88,12.86
422,Kon Tum,VN,2020-10-18 04:33:14,14.35,108.0,72.05,93,99,2.59
423,Aitape,PG,2020-10-18 04:33:14,-3.14,142.35,80.74,79,100,4.03
424,Saint-Joseph,RE,2020-10-18 04:33:15,-21.37,55.62,79.0,57,12,4.7
425,Maningrida,AU,2020-10-18 04:33:15,-12.07,134.27,87.91,52,100,12.84
426,Carutapera,BR,2020-10-18 04:33:15,-1.2,-46.02,76.48,86,8,4.92
427,Cilegon,ID,2020-10-18 04:33:15,-6.02,106.05,89.6,55,40,9.17
428,Birin,NP,2020-10-18 04:33:15,26.89,88.07,73.08,70,6,4.99
429,Marrakesh,MA,2020-10-18 04:31:01,31.63,-8.01,57.2,58,1,3.36
430,Meulaboh,ID,2020-10-18 04:33:16,4.14,96.13,86.31,58,86,3.62
431,Kyrylivka,UA,2020-10-18 04:33:16,46.38,35.37,62.46,78,50,10.18
432,Alofi,NU,2020-10-18 04:31:47,-19.06,-169.92,80.6,88,92,9.17
433,Tabou,CI,2020-10-18 04:33:17,4.42,-7.35,76.05,91,61,6.08
434,Dicabisagan,PH,2020-10-18 04:33:17,17.08,122.42,82.78,76,59,8.21
435,Oskaloosa,US,2020-10-18 04:28:47,41.3,-92.64,57.2,50,90,18.34
436,Kamaishi,JP,2020-10-18 04:33:17,39.27,141.88,62.6,59,75,2.24
437,Salalah,OM,2020-10-18 04:33:18,17.02,54.09,78.8,39,0,2.24
438,Jardim,BR,2020-10-18 04:33:18,-21.48,-56.14,73.24,66,10,4.5
439,Xai-Xai,MZ,2020-10-18 04:33:18,-25.05,33.64,71.44,71,0,11.56
440,Qingdao,CN,2020-10-18 04:31:00,36.1,120.37,69.8,26,19,2.24
441,Verkhnyaya Inta,RU,2020-10-18 04:33:19,65.98,60.31,28.72,97,89,16.89
442,Petropavlovsk-Kamchatskiy,RU,2020-10-18 04:29:22,53.05,158.65,44.6,70,20,6.71
443,Gasa,PS,2020-10-18 04:33:19,31.5,34.47,69.01,77,0,3.36
444,Ouallam,NE,2020-10-18 04:33:19,14.32,2.09,84.49,44,89,6.06
445,Kabare,CD,2020-10-18 04:33:19,-2.47,28.82,65.77,75,100,1.07
446,Grand-Santi,GF,2020-10-18 04:33:20,4.25,-54.38,73.09,95,8,3.02
447,Poshekhonye,RU,2020-10-18 04:33:20,58.5,39.14,33.15,95,100,10.22
448,Catamarca,AR,2020-10-18 04:30:43,-28.47,-65.79,66.0,61,0,1.01
449,Fergus Falls,US,2020-10-18 04:33:20,46.28,-96.08,28.99,79,1,9.17
450,Flin Flon,CA,2020-10-18 04:33:20,54.77,-101.86,26.6,97,100,9.82
451,Oytal,KZ,2020-10-18 04:33:21,42.91,73.27,65.01,27,0,4.25
452,Magdalena,PH,2020-10-18 04:33:21,14.2,121.43,86.0,83,75,3.36
453,Fare,PF,2020-10-18 04:33:21,-16.7,-151.02,80.83,76,61,6.29
454,Bagotville,AU,2020-10-18 04:33:21,-28.98,153.42,89.6,57,65,18.34
455,Ozinki,RU,2020-10-18 04:33:22,51.18,49.68,44.44,58,48,16.26
456,Hovd,MN,2020-10-18 04:33:22,48.01,91.64,46.09,44,33,2.15
457,Nelson Bay,AU,2020-10-18 04:33:22,-32.72,152.15,72.0,68,40,12.75
458,Byron Bay,AU,2020-10-18 04:30:36,-28.65,153.62,89.6,57,41,18.34
459,Saldanha,ZA,2020-10-18 04:33:23,-33.01,17.94,53.6,81,61,3.36
460,Salas,ES,2020-10-18 04:33:23,43.41,-6.26,50.0,87,100,3.36
461,Srandakan,ID,2020-10-18 04:33:23,-7.94,110.25,83.28,66,66,12.46
462,Kabinda,CD,2020-10-18 04:33:23,-6.13,24.48,71.22,80,69,1.7
463,Nogliki,RU,2020-10-18 04:33:23,51.83,143.17,47.95,68,82,14.65
464,Aykhal,RU,2020-10-18 04:33:24,66.0,111.5,14.0,78,0,2.24
465,Nurlat,RU,2020-10-18 04:33:24,54.43,50.81,37.29,76,87,14.99
466,Dabakala,CI,2020-10-18 04:33:24,8.37,-4.43,71.02,90,100,3.47
467,Staryy Nadym,RU,2020-10-18 04:33:25,65.61,72.68,27.77,93,100,22.77
468,Yanaul,RU,2020-10-18 04:33:25,56.27,54.93,34.81,85,4,8.01
469,Platteville,US,2020-10-18 04:33:25,42.73,-90.48,55.4,58,90,6.93
470,Pisco,PE,2020-10-18 04:33:25,-13.7,-76.22,62.6,82,90,5.82
471,Sisimiut,GL,2020-10-18 04:33:26,66.94,-53.67,37.51,80,88,10.31
472,Manggar,ID,2020-10-18 04:33:26,-2.88,108.27,86.09,66,33,13.09
473,Mizdah,LY,2020-10-18 04:33:26,31.45,12.98,56.26,80,61,5.86
474,Iralaya,HN,2020-10-18 04:33:27,15.0,-83.23,80.1,85,88,8.19
475,Twin Falls,US,2020-10-18 04:33:27,42.35,-114.64,52.0,57,1,13.87
476,Asau,RO,2020-10-18 04:33:27,46.43,26.4,45.0,85,55,7.05
477,Iqaluit,CA,2020-10-18 04:33:27,63.75,-68.51,32.0,93,75,2.24
478,Mineiros,BR,2020-10-18 04:33:27,-17.57,-52.55,73.42,66,83,2.06
479,Tocache,PE,2020-10-18 04:33:28,-8.18,-76.51,69.93,82,28,0.51
480,Foumbot,CM,2020-10-18 04:33:28,5.51,10.64,63.25,90,96,2.55
481,Zelenoborskiy,RU,2020-10-18 04:33:28,66.84,32.36,33.28,90,100,19.53
482,Aquiraz,BR,2020-10-18 04:33:28,-3.9,-38.39,80.6,78,40,14.99
483,Araouane,ML,2020-10-18 04:33:29,18.9,-3.53,85.77,18,0,12.44
484,Santa Marinella,IT,2020-10-18 04:33:29,42.03,11.85,48.0,91,0,4.05
485,Hannibal,US,2020-10-18 04:33:29,39.71,-91.36,61.0,25,1,13.87
486,Cabinda,AO,2020-10-18 04:33:29,-5.55,12.2,77.14,84,100,5.88
487,Shirgaon,IN,2020-10-18 04:33:30,19.7,72.7,83.59,75,49,12.73
488,Sacama,EC,2020-10-18 04:33:30,-3.9,-79.27,50.02,100,93,4.79
489,Chissamba,AO,2020-10-18 04:33:30,-12.17,17.33,65.88,76,0,1.63
490,Rohru,IN,2020-10-18 04:33:30,31.22,77.75,71.46,22,0,3.91
491,Pombal,BR,2020-10-18 04:33:31,-6.77,-37.8,71.13,75,6,4.52
492,Glushkovo,RU,2020-10-18 04:33:31,51.34,34.63,48.83,73,91,15.41
493,Salisbury,GB,2020-10-18 04:33:31,51.07,-1.8,42.8,93,78,3.36
494,Mutum,BR,2020-10-18 04:33:31,-19.8,-41.44,65.55,78,92,1.66
495,Bugasong,PH,2020-10-18 04:33:32,11.04,122.07,84.61,75,53,7.92
496,Peniche,PT,2020-10-18 04:33:32,39.36,-9.38,55.99,88,95,4.0
497,Macapa,BR,2020-10-18 04:33:32,0.04,-51.07,80.6,83,20,5.82
498,Bereda,ES,2020-10-18 04:33:32,43.27,-7.54,46.0,100,100,1.01
499,San Patricio,US,2020-10-18 04:33:32,28.02,-97.52,78.01,88,1,12.75
500,Russkaya Polyana,UA,2020-10-18 04:33:33,49.42,31.92,48.42,79,90,10.13
501,Viransehir,TR,2020-10-18 04:33:33,37.24,39.76,68.97,25,0,2.75
502,Batagay-Alyta,RU,2020-10-18 04:33:33,67.8,130.41,18.81,93,100,4.12
503,San Juan,AR,2020-10-18 04:33:33,-31.54,-68.54,78.15,32,0,10.07
504,Polunochnoye,RU,2020-10-18 04:33:34,60.87,60.42,32.11,89,0,9.26
505,Trat,TH,2020-10-18 04:33:34,12.5,102.5,77.0,94,90,1.9
506,Fuerte Olimpo,PY,2020-10-18 04:33:34,-21.04,-57.87,77.31,60,3,4.09
507,Mitu,CO,2020-10-18 04:33:35,1.2,-70.17,70.43,96,38,1.54
508,Kaltasy,RU,2020-10-18 04:33:35,55.97,54.8,34.25,87,6,7.43
509,Bend,US,2020-10-18 04:33:08,44.06,-121.32,53.01,50,1,6.06
510,Dir,PK,2020-10-18 04:33:35,35.21,71.88,70.84,22,0,1.5
511,Narodychi,UA,2020-10-18 04:33:35,51.2,29.08,42.1,85,100,12.84
512,Jurm,AF,2020-10-18 04:33:36,36.86,70.83,56.68,36,0,2.66
513,Labuhan,ID,2020-10-18 04:33:36,-6.88,112.21,85.33,58,90,5.19
514,Yaan,NG,2020-10-18 04:33:36,7.38,8.57,69.17,93,24,3.33
515,Andenes,NO,2020-10-18 04:33:36,69.31,16.12,37.4,86,40,20.8
516,Lufilufi,WS,2020-10-18 04:33:37,-13.87,-171.6,82.4,78,75,6.93
517,Warrnambool,AU,2020-10-18 04:29:00,-38.38,142.48,57.0,72,69,3.0
518,Nargana,PA,2020-10-18 04:33:37,9.44,-78.59,81.16,81,99,1.86
519,Newport,GB,2020-10-18 04:29:59,51.59,-3.0,45.0,86,98,2.26
520,Mount Gambier,AU,2020-10-18 04:33:38,-37.83,140.77,59.0,54,90,10.29
521,Springbok,ZA,2020-10-18 04:33:38,-29.66,17.89,62.31,31,0,1.1
522,Patnongon,PH,2020-10-18 04:33:38,10.91,121.99,85.05,73,47,9.78
523,Youghal,IE,2020-10-18 04:33:38,51.95,-7.85,53.01,87,75,11.41
524,Roald,NO,2020-10-18 04:33:38,62.58,6.13,41.0,80,84,13.87
525,Puri,IN,2020-10-18 04:33:39,19.8,85.85,84.2,83,20,4.7
526,Komsomolskiy,UZ,2020-10-18 04:33:39,40.43,71.72,62.6,36,0,5.82
527,Sayyan,YE,2020-10-18 04:33:39,15.17,44.32,55.9,36,0,6.53
528,Miri,MY,2020-10-18 04:33:39,4.41,114.01,91.4,63,20,9.17
529,Vostok,RU,2020-10-18 04:33:40,46.49,135.88,36.46,84,97,10.65
530,Lasa,IT,2020-10-18 04:33:40,46.62,10.7,37.99,93,5,9.17
531,Sadabad,IN,2020-10-18 04:33:40,27.45,78.05,91.24,18,0,0.67
532,Hami,CN,2020-10-18 04:33:40,42.8,93.45,60.93,27,0,2.91
533,Trincomalee,LK,2020-10-18 04:33:40,8.57,81.23,87.46,64,92,11.16
534,Marsh Harbour,BS,2020-10-18 04:33:41,26.54,-77.06,81.84,77,100,18.66
535,Curaca,BR,2020-10-18 04:33:41,-8.99,-39.91,68.77,75,79,12.53
536,Nicoya,CR,2020-10-18 04:30:02,10.15,-85.45,74.62,91,93,1.45
537,Codrington,AU,2020-10-18 04:33:41,-38.27,141.97,55.29,71,57,9.8
538,Farmington,US,2020-10-18 04:33:41,36.73,-108.22,53.6,16,1,3.36
539,Nishihara,JP,2020-10-18 04:33:42,26.18,127.76,84.2,54,40,14.99
540,Namatanai,PG,2020-10-18 04:33:42,-3.67,152.43,79.92,77,100,4.63
541,Salamiyah,SY,2020-10-18 04:33:42,35.01,37.05,67.64,50,0,1.21
542,Port Moresby,PG,2020-10-18 04:33:42,-9.44,147.18,89.6,66,40,17.22
543,Marawi,PH,2020-10-18 04:33:43,8.0,124.29,82.0,83,86,3.0
544,Nagua,DO,2020-10-18 04:30:05,19.38,-69.85,77.0,92,95,7.02
545,Ligayan,PH,2020-10-18 04:33:43,4.65,119.47,83.93,76,98,15.48
546,Mitsamiouli,KM,2020-10-18 04:33:43,-11.38,43.28,75.2,88,20,3.36
547,Paso De Carrasco,UY,2020-10-18 04:33:43,-34.86,-56.05,68.0,88,69,9.17
548,Lerwick,GB,2020-10-18 04:33:44,60.15,-1.15,39.2,66,71,8.05
549,Richards Bay,ZA,2020-10-18 04:33:44,-28.78,32.04,72.3,79,2,7.83
550,Fallon,US,2020-10-18 04:33:44,39.47,-118.78,59.0,28,1,4.21
551,Beira,MZ,2020-10-18 04:33:44,-19.84,34.84,68.0,100,75,5.82
552,Dodge City,US,2020-10-18 04:33:45,37.75,-100.02,53.01,37,1,10.29
553,Mumford,GH,2020-10-18 04:33:45,5.26,-0.76,76.62,89,95,5.08
554,Zhigansk,RU,2020-10-18 04:33:45,66.77,123.37,14.13,95,100,6.89
555,Tolbazy,RU,2020-10-18 04:33:45,54.02,55.88,26.6,92,21,2.24
556,Makakilo City,US,2020-10-18 04:33:45,21.35,-158.09,82.4,69,90,3.36
557,Akashi,JP,2020-10-18 04:33:46,34.63,134.98,70.0,77,40,3.36
558,Puerto Madryn,AR,2020-10-18 04:31:16,-42.77,-65.04,64.13,36,67,20.4
559,Lyngseidet,NO,2020-10-18 04:33:46,69.58,20.22,35.6,80,75,16.11
560,Wadi Musa,JO,2020-10-18 04:33:46,30.32,35.48,65.61,28,0,3.8
561,Sorland,NO,2020-10-18 04:33:47,67.67,12.69,43.56,64,76,25.95
562,Healdsburg,US,2020-10-18 04:33:47,38.61,-122.87,66.0,37,0,1.12
563,Livingstone,ZM,2020-10-18 04:33:47,-17.84,25.85,72.14,28,0,3.38
564,Baoning,CN,2020-10-18 04:33:48,25.34,110.03,71.6,56,40,13.42
565,Chifeng,CN,2020-10-18 04:33:48,42.27,118.96,58.5,32,0,3.85
566,Menongue,AO,2020-10-18 04:29:10,-14.66,17.69,65.32,54,2,4.16
567,Dharchula,IN,2020-10-18 04:33:48,29.85,80.53,78.12,25,0,5.26
568,La Spezia,IT,2020-10-18 04:33:48,44.11,9.84,52.0,85,0,4.76
569,Morgan City,US,2020-10-18 04:33:49,29.7,-91.21,66.2,88,1,4.7
570,Nortelandia,BR,2020-10-18 04:33:49,-14.45,-56.8,77.29,62,16,1.19
